DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
IP;309742;ESC.PART.;CORA CORUJITA BERCARIO E MATERNAL;CORA CORUJITA BERCARIO E MATERNAL;;IPIRANGA;VILA MARIANA;RUA YTAIPU;155;MIRANDÓPOLIS;4052010;CONTATO@CO;;;Ativa;77;SAUDE;7701;35008180;35008180;;4 MESES A 5 ANOS;30/09/2021;197;28/09/2021;;30/set/21;;;;-23611846;-46640111;31/12/2022
IP;306407;CR.P.CONV;CORACAO DE JESUS;CORACAO DE JESUS;;IPIRANGA;SE;ALAMEDA GLETE;240;CAMPOS ELISEOS;1215000;32240231;;;Ativa;69;SANTA CECILIA;6902;35181473;35181473;;1A A 3A;;;;20/jul/02;;;;;-23533192;-46644079;31/12/2022
IP;306641;CEI INDIR;CORACAO DE MARIA;CORACAO DE MARIA;;IPIRANGA;SE;RUA CONSELHEIRO BROTERO;779;SANTA CECÍLIA;1232011;38259148;36631368;;Ativa;69;SANTA CECILIA;6902;35180185;35180185;;0A A 4A;;;;01/jan/02;06/dez/13;;;;-23533403;-46659098;31/12/2022
IP;307543;ESC.PART.;CORUJA;CORUJA;;IPIRANGA;SE;RUA GOIÁS;147;HIGIENÓPOLIS;1244030;36618107;;;Ativa;26;CONSOLACAO;2601;35456792;35456792;;ZERO A CINCO ANOS;03/05/2011;78;23/05/2011;;26/mai/11;;;;-23549997;-46661392;31/12/2022
IP;308785;ESC.PART.;CORUJINHA, INSTITUTO EDUCACIONAL;CORUJINHA, INSTITUTO EDUCACIONAL;;IPIRANGA;IPIRANGA;RUA CALÓGERO CALIA;603;VILA SANTO ESTÉFANO;4152101;25339222;;;Ativa;27;CURSINO;2703;35004499;35004499;;;11/05/2017;65;05/05/2017;;11/mai/17;;;;-23625832;-46621735;31/12/2022
IP;307901;CR.P.CONV;CRE-SER;CRE-SER;;IPIRANGA;IPIRANGA;RUA DO GRITO;122;IPIRANGA;4217000;943889898;;;Ativa;34;IPIRANGA;3402;35489335;35489335;;0 A 3 ANOS;21/12/2012;2,01202E+11;21/12/2012;21/dez/12;12/set/14;;;;-23599317;-46603751;31/12/2022
IP;309482;CR.P.CONV;CRIACAO DE VALOR;CRIACAO DE VALOR;;IPIRANGA;IPIRANGA;AVENIDA PROFESSOR SYLLA MATTOS;318;JARDIM SANTA CRUZ (SACOMÃ);4182010;23311367;;;Ativa;68;SACOMA;6803;35006767;35006767;;;06/09/2019;6,0162E+15;06/09/2019;;23/dez/21;;;;-23640640;-46599214;31/12/2022
IP;304280;ESC.PART.;CRIANCA FELIZ DO BOSQUE E.E.I.;CRIANCA FELIZ DO BOSQUE E.E.I.;;IPIRANGA;VILA MARIANA;RUA DAS ORQUIDEAS;391;MIRANDOPOLIS;4050000;50719587;;55944242;Ativa;77;SAUDE;7701;35126810;35126810;;;;;;;18/out/95;;;;-23606165;-46643112;31/12/2022
IP;309146;ESC.PART.;CRIANDO E APRENDENDO, N.R.I.;CRIANDO E APRENDENDO, N.R.I.;;IPIRANGA;SE;AVENIDA LACERDA FRANCO;1538;CAMBUCI;1536001;50824410;;;Ativa;49;LIBERDADE;4901;35005569;35005569;;5 MESES A 5 ANOS;17/07/2018;96;12/07/2018;;17/jul/18;;;;-23576148;-46625269;31/12/2022
IP;303046;ESC.PART.;CRIAR-TE LTDA-ME, ESCOLA INFANTIL;CRIAR-TE LTDA-ME, ESCOLA INFANTIL;;IPIRANGA;IPIRANGA;RUA NOSSA SENHORA DA SAÚDE;242;JARDIM PREVIDÊNCIA;4159000;50732092;;;Ativa;27;CURSINO;2704;35162796;35162796;;;;;;;10/fev/98;;CRIARTE CENTRO DE EDUC. INF.;;-23622872;-46617826;31/12/2022
IP;400049;CEI DIRET;FRANCISCO PEREZ, VER.;FRANCISCO PEREZ, VER.;;IPIRANGA;IPIRANGA;RUA JACAPE;148;VILA AGUA FUNDA;4315050;50582917;;50737530;Ativa;27;CURSINO;2703;35238612;35238612;1,626E+14;ZERO A 6A E 11M;16/10/1987;24.765;16/10/1987;;22/mai/07;;AGUA FUNDA;;-23635985;-46628548;31/12/2022
IP;91910;EMEI;DELFINO AZEVEDO;DELFINO AZEVEDO;;IPIRANGA;IPIRANGA;PRACA PRIMEIRO DE OUTUBRO;30;VILA MONUMENTO;4261140;20631602;;;Ativa;34;IPIRANGA;3403;35051822;35051822;1,626E+14;;;;;;17/abr/85;;PRACA 1 DE OUTUBRO - CAMBUCI;;-23582629;-46613615;31/12/2022
IP;309293;ESC.PART.;DELLA NOCCE, E.E.I.;DELLA NOCCE, E.E.I.;;IPIRANGA;VILA MARIANA;RUA PERO CORREIA;290;VILA MARIANA;4113040;55391868;;;Ativa;90;VILA MARIANA;9004;35005950;35005950;;0 A 5 ANOS;18/12/2018;164;10/12/2018;;;;;;-23584602;-46624848;31/12/2022
IP;306475;CR.P.CONV;DIVINO AMOR, LAR DAS CRIANCAS;DIVINO AMOR, LAR DAS CRIANCAS;;IPIRANGA;VILA PRUDENTE;RUA IBITIRAMA;1990;VILA PRUDENTE;3134002;23416528;;23416528;Ativa;93;VILA PRUDENTE;9302;35181377;35181377;;DE 01 A 03 ANOS;;;;20/jul/02;24/nov/11;;;;-23596743;-46577407;31/12/2022
IP;300659;ESC.PART.;DOCE FOLIA, E.E.R.I.;DOCE FOLIA, E.E.R.I.;;IPIRANGA;SE;RUA BARRA DO TIBAJI;121;BOM RETIRO;1128000;33315530;;;Ativa;9;BOM RETIRO;901;35156243;35156243;;ZERO A 5 A;;;;;25/mar/97;;;;-23522018;-46645197;31/12/2022
IP;309392;CR.P.CONV;DOCE MEL II;DOCE MEL II;;IPIRANGA;IPIRANGA;RUA LUÍS ABBONDANZA;53;SÃO JOÃO CLÍMACO;4241020;29474171;;;Ativa;68;SACOMA;6801;35006554;35006554;;;05/07/2019;6,0162E+15;05/07/2019;;13/set/22;;PINGO DE OURO;;-23622808;-46589957;31/12/2022
IP;309239;CR.P.CONV;DOCE SABER;DOCE SABER;;IPIRANGA;VILA PRUDENTE;RUA FRANCISCO REBELO;46;VILA CALIFÓRNIA;3212000;29172111;;;Ativa;93;VILA PRUDENTE;9302;35005759;35005759;;;05/10/2018;6,0162E+15;05/10/2018;;30/dez/20;;;;-23601835;-46557401;31/12/2022
IP;400051;CEI DIRET;GENOVEVA DASCOLI;GENOVEVA DASCOLI;;IPIRANGA;VILA PRUDENTE;RUA MARIA DAFFRE;740;QUINTA DA PAINEIRA;3150020;23470846;;;Ativa;93;VILA PRUDENTE;9302;35239537;35239537;1,626E+14;ZERO A 6A E 11M;11/07/1985;21.083;11/07/1985;;13/ago/08;;GENOVEVA D ASCOLI;;-23587423;-46585511;31/12/2022
IP;308873;CR.P.CONV;DOS ANJOS;DOS ANJOS;;IPIRANGA;IPIRANGA;RUA ÁLVARO DO VALE;528;IPIRANGA;4217010;25975951;;;Ativa;34;IPIRANGA;3405;35004752;35004752;;;25/10/2017;1;25/10/2017;;;;;;-23601970;-46592969;31/12/2022
IP;309062;CR.P.CONV;EBENEZER;EBENEZER;;IPIRANGA;IPIRANGA;AVENIDA CARLOS LIVIERO;991;VILA LIVIERO;4186100;20833242;;;Ativa;68;SACOMA;6803;35005352;35005352;;;28/03/2018;6,0162E+15;28/03/2018;;18/dez/21;;;;-23647244;-46595702;31/12/2022
IP;309086;CR.P.CONV;EDUCADOR PAULO FREIRE;EDUCADOR PAULO FREIRE;;IPIRANGA;SE;RUA CONSELHEIRO NÉBIAS;1052;CAMPOS ELÍSEOS;1203002;32224927;;;Ativa;69;SANTA CECILIA;6902;35005442;35005442;;;27/03/2018;6,0162E+15;27/03/2018;;;;;;-23534326;-46646674;31/12/2022
IP;308881;CR.P.CONV;EDUCANDO;EDUCANDO;;IPIRANGA;IPIRANGA;TRAVESSA ERNESTO PORTANTE;25;JARDIM MARIA ESTELA;4180075;45647500;;;Ativa;68;SACOMA;6802;35004799;35004799;;;09/11/2017;2,017E+11;09/11/2017;;16/dez/21;;;;-23634192;-46599340;31/12/2022
IP;308756;CR.P.CONV;EDUCAR;EDUCAR;;IPIRANGA;IPIRANGA;AVENIDA DOM PEDRO I;824;VILA MONUMENTO;1552001;20632019;;;Ativa;34;IPIRANGA;3401;35004229;35004229;;;28/10/2016;2,01602E+11;28/10/2016;;22/nov/17;;;;-23572539;-46611187;31/12/2022
IP;400060;CEI DIRET;INEZ MENEZES MARIA;INEZ MENEZES MARIA;;IPIRANGA;IPIRANGA;RUA ISABEL DE GÓIS;10;JARDIM BOTUCATU;4173150;23355064;23316255;23355064;Ativa;68;SACOMA;6802;35238659;35238659;1,626E+14;ZERO A 6A E 11M;16/07/1992;31.882;16/07/1992;;22/mai/07;;;;-23636708;-46610122;31/12/2022
IP;309007;CR.P.CONV;ELOHIM ADONAI III;ELOHIM ADONAI III;;IPIRANGA;VILA PRUDENTE;RUA DOUTOR LAURINDO MINHOTO;101;PARQUE SÃO LUCAS;3240060;23378062;;;Ativa;72;SAO LUCAS;7202;35005237;35005237;;;29/12/2017;6,0162E+15;29/12/2017;;;;;;-23600069;-46549022;31/12/2022
IP;309008;CR.P.CONV;ELOHIM ADONAI IV;ELOHIM ADONAI IV;;IPIRANGA;VILA PRUDENTE;RUA TRIPUÍ;111;VILA BELA;3147030;23382775;;;Ativa;93;VILA PRUDENTE;9302;35005238;35005238;;;29/12/2017;6,0162E+15;29/12/2017;;;;;;-23597031;-46560042;31/12/2022
IP;400603;CEI INDIR;ERIK GUNNAR ERIKSSON;ERIK GUNNAR ERIKSSON;;IPIRANGA;VILA PRUDENTE;RUA SAQUAREMA;59;VILA PRUDENTE;3125090;22190094;;;Ativa;93;VILA PRUDENTE;9301;35346470;35346470;1,626E+14;ZERO A 4 ANOS ;22/02/2007;48.152;21/02/2007;07/ago/07;12/nov/11;;PARQUE DA MOOCA I;;-23582708;-46589962;31/12/2022
IP;309000;ESC.PART.;ESCOLA CASTELO, B.E.I.;ESCOLA CASTELO, B.E.I.;;IPIRANGA;IPIRANGA;RUA GENERAL LECOR;276;IPIRANGA;4213020;25018996;;;Ativa;34;IPIRANGA;3402;35005039;35005039;;0 A 5 ANOS;27/12/2017;282;22/12/2017;;27/dez/17;;;;-23598505;-46603146;31/12/2022
IP;309026;ESC.PART.;ESCOLA CASTELO, B.E.I.;ESCOLA CASTELO, B.E.I.;;IPIRANGA;VILA PRUDENTE;RUA SIMPLÍCIO MENDES;100;VILA IVG;3249050;26199513;25018996;;Ativa;72;SAO LUCAS;7203;35005305;35005305;;4 MESES A 5 ANOS;06/03/2018;20;16/02/2018;;06/mar/18;;;;-23602670;-46532579;31/12/2022
IP;200810;E TEC;ESCOLA DE DANCA DE SAO PAULO;ESCOLA DE DANCA DE SAO PAULO;;IPIRANGA;SE;AVENIDA SÃO JOÃO;281;CENTRO;1036000;;;;Ativa;66;REPUBLICA;6601;;;;;27/05/2011;15380;27/05/2011;;;;;;-23544358;-46637053;31/12/2022
IP;200802;E TEC;ESCOLA DE MUSICA DE SAO PAULO;ESCOLA DE MUSICA DE SAO PAULO;;IPIRANGA;SE;AVENIDA SÃO JOÃO;281;CENTRO;1035000;;;;Ativa;66;REPUBLICA;6601;;;;;02/01/1957;3431;02/01/1957;;;;ESCOLA MUNICIPAL DE MUSICA;;-23544358;-46637053;31/12/2022
IP;308620;ESC.PART.;ESCOLA DOCE INFANCIA;ESCOLA DOCE INFANCIA;;IPIRANGA;VILA PRUDENTE;RUA INÁCIO;325;VILA PRUDENTE;3142001;25011743;;;Ativa;93;VILA PRUDENTE;9302;35586481;35586481;;2 A 5 ANOS;14/05/2016;47;11/05/2016;;06/out/16;;DOCE INFANCIA - UNIDADE II;;-23587956;-46577889;31/12/2022
IP;308053;ESC.PART.;ESCOLA ECO BIO;ESCOLA ECO BIO;;IPIRANGA;VILA MARIANA;AVENIDA MOACI;973;PLANALTO PAULISTA;4083000;29259093;;;Ativa;32;MOEMA;3202;35518864;35518864;;2 A 5 ANOS;01/03/2014;103;23/12/2013;;10/jun/16;;;;-23614625;-46659871;31/12/2022
IP;308056;ESC.PART.;ESCOLA EVOLUCAO - UNIDADE III;ESCOLA EVOLUCAO - UNIDADE III;;IPIRANGA;SE;RUA ENGENHEIRO EDGAR EGÍDIO DE SOUSA;388;SANTA CECÍLIA;1233020;36625728;36666025;;Ativa;26;CONSOLACAO;2601;35561514;35561514;;2 A 5 ANOS;01/03/2014;11;24/01/2014;;;;EVOLUCAO UNID IV;;-23542164;-46664017;31/12/2022
IP;308770;ESC.PART.;ESCOLA INICIATIVA;ESCOLA INICIATIVA;;IPIRANGA;VILA MARIANA;RUA CARAMURU;1072;SAÚDE;4138002;55874208;;;Ativa;77;SAUDE;7703;35004377;35004377;;;22/03/2017;38;17/03/2017;;;;;;-23613236;-46635314;31/12/2022
IP;309836;ESC.PART.;ESCOLA MOVIMENTO;ESCOLA MOVIMENTO;;IPIRANGA;VILA MARIANA;RUA LOURENÇO DE ALMEIDA;905;VILA NOVA CONCEIÇÃO;4508001;;;;Ativa;32;MOEMA;3201;35296752;35296752;;;10/06/2022;48;09/06/2022;;;;;;-23595009;-46668315;31/12/2022
IP;309591;ESC.PART.;ESCOLA MUNDI;ESCOLA MUNDI;;IPIRANGA;IPIRANGA;RUA VIGÁRIO ALBERNAZ;544;VILA GUMERCINDO;4134021;25748488;;;Ativa;27;CURSINO;2701;35007441;35007441;;4 MESES A 5 ANOS;25/09/2020;211;23/09/2020;;;;;;-23606005;-46622783;31/12/2022
IP;308777;ESC.PART.;ESCOLA RAIO DE LUZ;ESCOLA RAIO DE LUZ;;IPIRANGA;IPIRANGA;RUA CIPRIANO BARATA;2563;IPIRANGA;4205002;23643119;;;Ativa;34;IPIRANGA;3402;35004442;35004442;;;11/04/2017;49;05/04/2017;;13/nov/18;;;;-23592362;-46604733;31/12/2022
IP;307121;ESC.PART.;ESCOLA SAVOIA;ESCOLA SAVOIA;;IPIRANGA;IPIRANGA;RUA PAMPULHA;45;VILA MONUMENTO;1548070;20684870;25972882;;Ativa;34;IPIRANGA;3401;35321485;35321485;;ZERO A 5 A;23/07/2009;77;23/07/2009;;23/jul/09;;;;-23579901;-46613151;31/12/2022
IP;309823;ESC.PART.;ESCOLA VIVART;ESCOLA VIVART;;IPIRANGA;VILA MARIANA;RUA CORONEL LISBOA;124;VILA MARIANA;4020040;974026152;;;Ativa;90;VILA MARIANA;9002;35009032;35009032;;0 A 5 ANOS;28/04/2022;131;26/04/2022;;28/abr/22;;;;-23591507;-46639453;31/12/2022
IP;300616;ESC.PART.;ESPACO ABERTO EDUC. INFANTIL;ESPACO ABERTO EDUC. INFANTIL;;IPIRANGA;VILA MARIANA;RUA AUREA;296;VILA MARIANA;4015070;45644003;45644002;;Ativa;90;VILA MARIANA;9002;35162760;35162760;;1A A 5A;;;;;29/set/97;;;;-23587020;-46645563;31/12/2022
IP;309056;CR.P.CONV;ESPACO BRINCAR;ESPACO BRINCAR;;IPIRANGA;IPIRANGA;RUA NOSSA SENHORA DAS MERCÊS;1418;VILA DAS MERCÊS;4165011;23514326;;;Ativa;68;SACOMA;6802;35005248;35005248;;;28/03/2018;6,0162E+15;28/03/2018;;;;;;-23629824;-46605147;31/12/2022
IP;309671;ESC.PART.;ESPACO CIRANDAR;ESPACO CIRANDAR;;IPIRANGA;VILA MARIANA;RUA ARAGUARI;442;VILA UBERABINHA;4514040;35890910;;;Ativa;32;MOEMA;3202;35007902;35007902;;4 MESES A 5 ANOS;17/04/2021;51;15/04/2021;;17/abr/21;;;;-23599992;-46671986;31/12/2022
IP;308012;ESC.PART.;ESPACO COLORIDO;ESPACO COLORIDO;;IPIRANGA;VILA PRUDENTE;RUA CARUSO;458;VILA ALPINA;3211060;29177002;;;Ativa;93;VILA PRUDENTE;9302;35266966;35266966;;2A A 5A;07/11/2013;358;24/10/2013;;;;;;-23602626;-46552990;31/12/2022
IP;309750;CR.P.CONV;ESPACO DA COMUNIDADE XI;ESPACO DA COMUNIDADE XI;;IPIRANGA;IPIRANGA;RUA TAMUATÁ;163;SÃO JOÃO CLÍMACO;4255140;29467339;;;Ativa;68;SACOMA;6801;35008195;35008195;;;30/09/2021;942021;30/09/2021;;;;;;-23621966;-46592754;31/12/2022
IP;309751;CR.P.CONV;ESPACO DA COMUNIDADE XII;ESPACO DA COMUNIDADE XII;;IPIRANGA;IPIRANGA;RUA ESTILAC;271;VILA MARTE;4250090;29469143;;;Ativa;68;SACOMA;6801;35008196;35008196;;;30/09/2021;1042021;30/09/2021;;;;;;-23621412;-46597802;31/12/2022
IP;306419;CR.P.CONV;ESPACO DA CRIANCA EMILIE DE VILLENEUVE;ESPACO DA CRIANCA EMILIE DE VILLENEUVE;;IPIRANGA;SE;RUA SILVEIRA MARTINS;179;SÉ;1019000;3101 0436;;;Ativa;78;SE;7801;35180245;35180245;;ZERO A 3 A;;;;20/jul/02;31/jul/15;;PADRE PEPPINO E TIA RENILDA;;-23552302;-46630524;31/12/2022
IP;308757;CR.P.CONV;ESPACO DA CRIANCA IV;ESPACO DA CRIANCA IV;;IPIRANGA;VILA MARIANA;RUA APOTRIBU;178;PARQUE IMPERIAL;4302000;22759433;;;Ativa;77;SAUDE;7703;35004232;35004232;;;28/10/2016;2,01602E+11;28/10/2016;;28/nov/17;;;;-23620783;-46638011;31/12/2022
IP;309161;CR.P.CONV;ESPACO DA LOTUS;ESPACO DA LOTUS;;IPIRANGA;IPIRANGA;RUA JEAN BORMAN;27;PARQUE BRISTOL;4193200;23867749;;;Ativa;68;SACOMA;6803;35005608;35005608;;;03/07/2018;6,0162E+15;03/07/2018;;29/dez/21;;;;-23648966;-46612611;31/12/2022
IP;309476;ESC.PART.;ESPACO JACARANDA;ESPACO JACARANDA;;IPIRANGA;IPIRANGA;RUA EUGÊNIO KUSNET;6;VILA SANTA TERESA (ZONA SUL);4187310;39381591;;;Ativa;68;SACOMA;6803;35007332;35007332;;0 A 5 ANOS;18/10/2019;180;16/10/2019;;18/out/19;;;;-23644476;-46594562;31/12/2022
IP;308572;CR.P.CONV;ESPACO KAIROS LIVIERO;ESPACO KAIROS LIVIERO;;IPIRANGA;IPIRANGA;AVENIDA CARLOS LIVIERO;409;VILA LIVIERO;4186100;23354521;;;Ativa;68;SACOMA;6803;35583030;35583030;;;26/11/2015;2,01502E+11;26/11/2015;;;;LIVIERO;;-23644129;-46591561;31/12/2022
IP;309358;CR.P.CONV;ESTACAO ALEGRIA;ESTACAO ALEGRIA;;IPIRANGA;IPIRANGA;RUA DO CHACO;107;SACOMÃ;4249050;20649796;;;Ativa;68;SACOMA;6801;35006473;35006473;;;01/06/2019;6,0162E+15;01/06/2019;;29/dez/21;;;;-23615064;-46600099;31/12/2022
IP;308502;CR.P.CONV;ESTACAO KIDS;ESTACAO KIDS;;IPIRANGA;IPIRANGA;RUA NOSSA SENHORA DAS MERCÊS;1150;VILA DAS MERCÊS;4165011;20831527;;;Ativa;68;SACOMA;6802;35582759;35582759;;;26/11/2015;2,01502E+11;26/11/2015;;;;;;-23627684;-46606287;31/12/2022
IP;306519;CR.P.CONV;ESTRELA DA MANHA, CEI;ESTRELA DA MANHA, CEI;;IPIRANGA;IPIRANGA;RUA EUGENIO EGAS;457;JARDIM CLIMAX;4177410;23353556;;;Ativa;68;SACOMA;6802;35181250;35181250;;2 A 3 A;;;;20/jul/02;;;SAGRADO CORACAO DE JESUS;;-23640320;-46605969;31/12/2022
IP;94978;EMEF;EURICO GASPAR DUTRA, MAL.;EURICO GASPAR DUTRA, MAL.;;IPIRANGA;IPIRANGA;RUA JEAN DE LA HUERTA;136;VILA BRASILINA;4163010;29473336;29698666;29698666;Ativa;27;CURSINO;2702;35054161;35054161;1,626E+14;;16/11/1956;3.341;16/11/1956;;10/abr/81;;1, 2 ESCOLA MISTA DE VILA BRASILINA;;-23622396;-46614940;31/12/2022
IP;308350;CR.P.CONV;EURIDICE FERREIRA DE MELO;EURIDICE FERREIRA DE MELO;;IPIRANGA;IPIRANGA;RUA JEAN DE LA HUERTA;830;VILA BRASILINA;4163010;20832508;;;Ativa;27;CURSINO;2704;35579907;35579907;;;19/08/2015;56;24/07/2015;;13/nov/18;;;;-23628319;-46613752;31/12/2022
IP;307732;ESC.PART.;EVOLUCAO UNIDADE I;EVOLUCAO UNIDADE I;;IPIRANGA;SE;RUA ITAGUABA;180;SANTA CECÍLIA;1233050;38266639;36666025;;Ativa;26;CONSOLACAO;2601;35128961;35128961;;3M A 2A;15/10/2011;254;10/10/2011;;15/out/11;;;;-23541374;-46669755;31/12/2022
IP;307640;ESC.PART.;EVOLUCAO UNIDADE II;EVOLUCAO UNIDADE II;;IPIRANGA;SE;RUA ITAGUABA;102;SANTA CECÍLIA;1233050;38282219;36666025;;Ativa;26;CONSOLACAO;2601;35462809;35462809;;3A A 5A;15/10/2011;256;10/10/2011;;15/out/11;;;;-23540758;-46663434;31/12/2022
IP;309775;ESC.PART.;FADELITO INDIANOPOLIS, U.E.;FADELITO INDIANOPOLIS, U.E.;;IPIRANGA;VILA MARIANA;AVENIDA INDIANÓPOLIS;977;INDIANÓPOLIS;4062001;;;;Ativa;32;MOEMA;3202;35008267;35008267;;0 A 5 ANOS;20/11/2021;270;18/11/2021;;20/nov/21;;;;-23606889;-46652782;31/12/2022
IP;309721;ESC.PART.;FADELITO MOEMA, U.E.;FADELITO MOEMA, U.E.;;IPIRANGA;VILA MARIANA;RUA INHAMBÚ;891;VILA UBERABINHA;4520013;55617068;;;Ativa;32;MOEMA;3202;35008155;35008155;;4 MESES A 5 ANOS;18/09/2021;184;16/09/2021;;18/set/21;;;;-23602404;-46669270;31/12/2022
IP;309411;ESC.PART.;FADELITO SAUDE;FADELITO SAUDE;;IPIRANGA;VILA MARIANA;RUA GENERAL CHAGAS SANTOS;301;VILA DA SAÚDE;4146050;50719986;;;Ativa;77;SAUDE;7703;35006617;35006617;;4 MESES A 5 ANOS;29/08/2019;129;23/08/2019;;29/ago/19;;;;-23617902;-46632491;31/12/2022
IP;307465;ESC.PART.;FADELITO VILA MARIANA E. I.;FADELITO VILA MARIANA E. I.;;IPIRANGA;VILA MARIANA;RUA MORGADO DE MATEUS;287;VILA MARIANA;4015050;50823771;941956602;;Ativa;90;VILA MARIANA;9002;35293490;35293490;;0 A 5 ANOS;04/02/2011;25;02/02/2011;;04/fev/11;;TICK E TITOS UNIDADE JUNIOR;;-23582312;-46642701;31/12/2022
IP;309570;ESC.PART.;FAGUNDES FILHO, COLEGIO;FAGUNDES FILHO, COLEGIO;;IPIRANGA;VILA MARIANA;RUA GUILHOBEL;41;VILA MONTE ALEGRE;4304020;23592220;;;Ativa;77;SAUDE;7703;35007190;35007190;;0 A 5 ANOS;04/03/2020;28;02/03/2020;;04/fev/20;;;;-23626579;-46637686;31/12/2022
IP;94617;EMEF;FARIA LIMA, BRIG.;FARIA LIMA, BRIG.;;IPIRANGA;SE;RUA AMETISTA;50;ACLIMACAO;4109010;55730413;;;Ativa;49;LIBERDADE;4901;35053016;35053016;1,626E+14;;30/08/1956;3.221;30/08/1956;;10/abr/81;;1. ESCOLA MISTA DA ACLIMACAO;;-23576893;-46629912;31/12/2022
IP;19319;EMEI;FATIMA REGINA DA CRUZ SABINO CALACA, PROFA;FATIMA REGINA DA CRUZ SABINO CALACA, PROFA;;IPIRANGA;IPIRANGA;RUA MARIO QUINTANA;15;JARDIM SAO SAVERIO;4194261;23345368;23314745;;Ativa;68;SACOMA;6803;35269499;35269499;1,626E+14;;30/11/2005;46.684;29/11/2005;;09/jan/15;;PARQUE BRISTOL;;-23652524;-46610506;31/12/2022
IP;308511;ESC.PART.;FAZENDO ARTE, ESCOLA;FAZENDO ARTE, ESCOLA;;IPIRANGA;IPIRANGA;RUA FRANCISCO DIAS;314;BOSQUE DA SAÚDE;4148000;50738883;50736622;;Ativa;27;CURSINO;2701;35582897;35582897;;04 MESES A 5 ANOS;19/12/2015;198;18/12/2015;;07/dez/19;;;;-23614353;-46619914;31/12/2022
IP;91821;EMEI;FEIJO, REG.;FEIJO, REG.;;IPIRANGA;SE;AVENIDA LACERDA FRANCO;795;CAMBUCI;1536000;32087804;;;Ativa;14;CAMBUCI;1401;35051697;35051697;1,626E+14;;;;;;30/jul/85;;LINS DE VASCONCELOS - PI 12;;-23569301;-46623129;31/12/2022
IP;400318;CEI INDIR;FERNANDA;FERNANDA;;IPIRANGA;SE;RUA PEDROSO;348;BELA VISTA;1322010;32883387;;32883387;Ativa;7;BELA VISTA;701;35180920;35180920;;DE 0 A 3 ANOS;22/06/1994;34.299;22/06/1994;20/jul/02;12/jan/12;;;;-23562122;-46642130;31/12/2022
IP;308575;CR.P.CONV;FILADELFIA;FILADELFIA;;IPIRANGA;VILA PRUDENTE;RUA TOMÁS IZZO;71;QUINTA DA PAINEIRA;3152020;23419346;;;Ativa;93;VILA PRUDENTE;9302;35583029;35583029;;;29/02/2016;2,01503E+11;29/02/2016;;29/ago/19;;MAEZINHA;;-23589144;-46584802;31/12/2022
IP;308590;CR.P.CONV;FLOR DE LOTUS;FLOR DE LOTUS;;IPIRANGA;IPIRANGA;RUA RIGA;100;SACOMÃ;4249070;23593475;;;Ativa;68;SACOMA;6801;35584666;35584666;;;01/03/2016;2,01503E+11;01/03/2016;;;;;;-23617219;-46601014;31/12/2022
IP;308794;CR.P.CONV;FLORESCER;FLORESCER;;IPIRANGA;IPIRANGA;RUA JAPARATUBA;296;VILA CONDE DO PINHAL;4254000;29251001;;;Ativa;68;SACOMA;6801;35004524;35004524;;;22/05/2017;2,01701E+11;22/05/2017;;18/fev/22;;;;-23616912;-46594575;31/12/2022
IP;309129;ESC.PART.;FLORESCER, ESCOLA;FLORESCER, ESCOLA;;IPIRANGA;IPIRANGA;RUA GONCALVES LEDO;338;IPIRANGA;4216030;22728223;;;Ativa;34;IPIRANGA;3402;35005532;35005532;;0 MES A 5 ANOS;29/06/2018;86;25/06/2018;;29/jun/18;;;;-23597175;-46602450;31/12/2022
IP;400663;CEI INDIR;FRANCISCO BATISTA VER;FRANCISCO BATISTA VER;;IPIRANGA;IPIRANGA;RUA ANTÔNIO MONTEIRO;115;VILA SANTO ESTÉFANO;4153130;50582687;;;Ativa;27;CURSINO;2703;35380805;35380805;1,626E+14;0 A 3 ANOS;20/10/2007;48.845;19/10/2007;28/dez/07;26/out/11;;VILA SANTO ESTEFANO;;-23628276;-46622908;31/12/2022
IP;11533;EMEF;FRANCISCO DA SILVEIRA BUENO, PROF.;FRANCISCO DA SILVEIRA BUENO, PROF.;;IPIRANGA;VILA PRUDENTE;RUA IGARAPÉ FLORES;19;VILA SÃO NICOLAU;3254330;21431555;;21431555;Ativa;72;SAO LUCAS;7203;35076144;35076144;1,626E+14;;27/11/1991;30.642;27/11/1991;;10/abr/81;;CONJ. HABITACIONAL SAO NICOLAU;;-23613144;-46532568;31/12/2022
IP;95061;EMEF;FRANCISCO MEIRELLES, DES.;FRANCISCO MEIRELLES, DES.;;IPIRANGA;IPIRANGA;RUA CAMPANTE;357;VILA INDEPENDÊNCIA;4224010;22734477;20635111;;Ativa;34;IPIRANGA;3405;35053430;35053430;1,626E+14;;30/08/1956;3.221;30/08/1956;;10/abr/81;;VILA CARIOCA, ESCOLA MISTA DE;;-23596989;-46592218;31/12/2022
